"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GO_definition","GO_ontology","GO_term","group"
"378","GO:0016779","Transposon Ty1-PR3 Gag-Pol polyprotein","13/82","430/32782",5.58431005434818e-11,1.61944991576097e-09,8.52342060926828e-10,"HORVU.MOREX.r2.2HG0180540/HORVU.MOREX.r2.1HG0011100/HORVU.MOREX.r2.7HG0551980/HORVU.MOREX.r2.1HG0019570/HORVU.MOREX.r2.2HG0143830/HORVU.MOREX.r2.7HG0585550/HORVU.MOREX.r2.2HG0171440/HORVU.MOREX.r2.1HG0035590/HORVU.MOREX.r2.5HG0438630/HORVU.MOREX.r2.5HG0441020/HORVU.MOREX.r2.5HG0421960/HORVU.MOREX.r2.5HG0377400/HORVU.MOREX.r2.6HG0465890",13,"Catalysis of the transfer of a nucleotidyl group to a reactant.","MF","nucleotidyltransferase activity","eQTL_cluster24"
"379","GO:0031047","transmembrane protein, putative (DUF247)","4/82","77/32782",4.28200904657104e-05,0.00049671304940224,0.000261427920738021,"HORVU.MOREX.r2.1HG0019570/HORVU.MOREX.r2.2HG0143830/HORVU.MOREX.r2.7HG0611350/HORVU.MOREX.r2.3HG0213340",4,"Any process in which RNA molecules inactivate expression of target genes.","BP","gene silencing by RNA","eQTL_cluster24"
"380","GO:0032549","DNA-directed RNA polymerase subunit beta","4/82","26/32782",5.21193388841865e-07,1.00764055176094e-05,5.30337132505757e-06,"HORVU.MOREX.r2.7HG0585550/HORVU.MOREX.r2.2HG0171440/HORVU.MOREX.r2.1HG0035590/HORVU.MOREX.r2.5HG0421960",4,"Interacting selectively and non-covalently with a ribonucleoside, a compound consisting of a purine or pyrimidine nitrogenous base linked to ribose.","MF","ribonucleoside binding","eQTL_cluster24"
"381","GO:0003854","Cinnamoyl-CoA reductase","2/56","11/32782",0.000156085577249792,0.00137355307979817,0.000640772369762306,"HORVU.MOREX.r2.6HG0473020/HORVU.MOREX.r2.7HG0620340",2,"Catalysis of the reaction: a 3-beta-hydroxy-delta(5)-steroid + NAD+ = a 3-oxo-delta(5)-steroid + NADH + H(+).","MF","3-beta-hydroxy-delta5-steroid dehydrogenase activity","eQTL_cluster25"
"382","GO:0004222","cytochrome P450, family 705, subfamily A, polypeptide 1","3/56","153/32782",0.00230533800980946,0.0101434872431616,0.00473200959908258,"HORVU.MOREX.r2.1HG0062050/HORVU.MOREX.r2.1HG0059460/HORVU.MOREX.r2.4HG0330320",3,"Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions.","MF","metalloendopeptidase activity","eQTL_cluster25"
"383","GO:0005741","Fission 1 protein","2/56","27/32782",0.000978782527432901,0.00574219082760635,0.00267877323297426,"HORVU.MOREX.r2.5HG0435600/HORVU.MOREX.r2.4HG0331780",2,"The outer, i.e. cytoplasm-facing, lipid bilayer of the mitochondrial envelope.","CC","mitochondrial outer membrane","eQTL_cluster25"
"384","GO:0005743","MICOS complex subunit Mic25","10/56","159/32782",1.59067618133359e-13,1.39979503957356e-11,6.53014432336946e-12,"HORVU.MOREX.r2.UnG0629360/HORVU.MOREX.r2.1HG0007260/HORVU.MOREX.r2.1HG0042190/HORVU.MOREX.r2.5HG0434370/HORVU.MOREX.r2.1HG0041320/HORVU.MOREX.r2.5HG0406140/HORVU.MOREX.r2.2HG0119990/HORVU.MOREX.r2.UnG0627720/HORVU.MOREX.r2.6HG0505700/HORVU.MOREX.r2.7HG0557100",10,"The inner, i.e. lumen-facing, lipid bilayer of the mitochondrial envelope. It is highly folded to form cristae.","CC","mitochondrial inner membrane","eQTL_cluster25"
"385","GO:0005774","V-type proton ATPase proteolipid subunit","3/56","69/32782",0.000228372521504693,0.00182698017203755,0.0008522993625534,"HORVU.MOREX.r2.2HG0180620/HORVU.MOREX.r2.4HG0334490/HORVU.MOREX.r2.3HG0257800",3,"The lipid bilayer surrounding the vacuole and separating its contents from the cytoplasm of the cell.","CC","vacuolar membrane","eQTL_cluster25"
"386","GO:0006487","Pentatricopeptide repeat-containing protein","2/56","22/32782",0.000647695855219959,0.00407123108995403,0.00189925852282544,"HORVU.MOREX.r2.2HG0180620/HORVU.MOREX.r2.3HG0257800",2,"A protein glycosylation process in which a carbohydrate or carbohydrate derivative unit is added to a protein via the N4 atom of peptidyl-asparagine, the omega-N of arginine, or the N1' atom peptidyl-tryptophan.","BP","protein N-linked glycosylation","eQTL_cluster25"
"387","GO:0006694","Methyltransferase","2/56","31/32782",0.00129100820032145,0.00668286597813455,0.00311760494195272,"HORVU.MOREX.r2.6HG0473020/HORVU.MOREX.r2.7HG0620340",2,"The chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus; includes de novo formation and steroid interconversion by modification.","BP","steroid biosynthetic process","eQTL_cluster25"
"388","GO:0006811","V-type proton ATPase proteolipid subunit","4/56","420/32782",0.00577208184845259,0.0211643001109928,0.00987329789866891,"HORVU.MOREX.r2.2HG0167210/HORVU.MOREX.r2.4HG0325800/HORVU.MOREX.r2.3HG0222280/HORVU.MOREX.r2.3HG0219750",4,"The directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","BP","ion transport","eQTL_cluster25"
"389","GO:0008137","UPF0098 protein","3/56","144/32782",0.00194049197593055,0.00944539001311765,0.00440634223099986,"HORVU.MOREX.r2.1HG0042190/HORVU.MOREX.r2.3HG0236920/HORVU.MOREX.r2.2HG0119990",3,"Catalysis of the reaction: NADH + ubiquinone + 5 H(+)(in) <=> NAD(+) + ubiquinol + 4 H(+)(out).","MF","NADH dehydrogenase (ubiquinone) activity","eQTL_cluster25"
"390","GO:0008360","Clavata3/ESR (CLE) gene family member","2/56","84/32782",0.00913423404666585,0.0297708368928369,0.0138883090768019,"HORVU.MOREX.r2.7HG0536830/HORVU.MOREX.r2.6HG0501530",2,"Any process that modulates the surface configuration of a cell.","BP","regulation of cell shape","eQTL_cluster25"
"391","GO:0008652","D-3-phosphoglycerate dehydrogenase","4/56","264/32782",0.00108691134571661,0.00597801240144134,0.00278878568966761,"HORVU.MOREX.r2.7HG0540790/HORVU.MOREX.r2.6HG0484190/HORVU.MOREX.r2.2HG0098330/HORVU.MOREX.r2.3HG0218480",4,"The chemical reactions and pathways resulting in the formation of amino acids, organic acids containing one or more amino substituents.","BP","cellular amino acid biosynthetic process","eQTL_cluster25"
"392","GO:0009055","Cytochrome b","6/56","297/32782",1.16678726729178e-05,0.000128346599402095,5.98746097689201e-05,"HORVU.MOREX.r2.UnG0629360/HORVU.MOREX.r2.1HG0007260/HORVU.MOREX.r2.1HG0042190/HORVU.MOREX.r2.3HG0262560/HORVU.MOREX.r2.5HG0406140/HORVU.MOREX.r2.UnG0627720",6,"Any molecular entity that serves as an electron acceptor and electron donor in an electron transport chain. An electron transport chain is a process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.","MF","electron transfer activity","eQTL_cluster25"
"393","GO:0009085","Succinyl-diaminopimelate desuccinylase","4/56","16/32782",1.36839682760802e-08,2.40837841659011e-07,1.12352581635185e-07,"HORVU.MOREX.r2.7HG0540790/HORVU.MOREX.r2.6HG0484190/HORVU.MOREX.r2.2HG0098330/HORVU.MOREX.r2.3HG0218480",4,"The chemical reactions and pathways resulting in the formation of lysine, 2,6-diaminohexanoic acid.","BP","lysine biosynthetic process","eQTL_cluster25"
"394","GO:0009089","4-hydroxy-tetrahydrodipicolinate reductase","4/56","33/32782",3.01096322526765e-07,3.78521091176505e-06,1.76582805692389e-06,"HORVU.MOREX.r2.7HG0540790/HORVU.MOREX.r2.6HG0484190/HORVU.MOREX.r2.2HG0098330/HORVU.MOREX.r2.3HG0218480",4,"The chemical reactions and pathways resulting in the formation of lysine, via the intermediate diaminopimelate.","BP","lysine biosynthetic process via diaminopimelate","eQTL_cluster25"
"395","GO:0009252","Pre-mRNA-processing protein 40C","2/56","60/32782",0.00476078740375969,0.0182151865882979,0.00849751527444521,"HORVU.MOREX.r2.7HG0536830/HORVU.MOREX.r2.6HG0501530",2,"The chemical reactions and pathways resulting in the formation of peptidoglycans, any of a class of glycoconjugates found in bacterial cell walls.","BP","peptidoglycan biosynthetic process","eQTL_cluster25"
"396","GO:0009505","Beta-hexosaminidase","2/56","22/32782",0.000647695855219959,0.00407123108995403,0.00189925852282544,"HORVU.MOREX.r2.2HG0180620/HORVU.MOREX.r2.3HG0257800",2,"A more or less rigid stucture lying outside the cell membrane of a cell and composed of cellulose and pectin and other organic and inorganic substances.","CC","plant-type cell wall","eQTL_cluster25"
"397","GO:0015078","V-type proton ATPase proteolipid subunit","3/56","47/32782",7.25832480814533e-05,0.000709702870129765,0.000331081482476804,"HORVU.MOREX.r2.2HG0167210/HORVU.MOREX.r2.4HG0325800/HORVU.MOREX.r2.3HG0222280",3,"Enables the transfer of a proton from one side of a membrane to the other.","MF","proton transmembrane transporter activity","eQTL_cluster25"
"398","GO:0015986","ATP synthase subunit b, chloroplastic","2/56","83/32782",0.00892646323231364,0.0297708368928369,0.0138883090768019,"HORVU.MOREX.r2.6HG0504150/HORVU.MOREX.r2.1HG0026490",2,"The transport of protons across a membrane to generate an electrochemical gradient (proton-motive force) that powers ATP synthesis.","BP","ATP synthesis coupled proton transport","eQTL_cluster25"
"399","GO:0015991","V-type proton ATPase proteolipid subunit","5/56","27/32782",9.5020775132087e-10,2.78727607054122e-08,1.30028429128119e-08,"HORVU.MOREX.r2.3HG0205270/HORVU.MOREX.r2.2HG0167210/HORVU.MOREX.r2.4HG0325800/HORVU.MOREX.r2.3HG0222280/HORVU.MOREX.r2.3HG0219750",5,NA,NA,NA,"eQTL_cluster25"
"400","GO:0016616","D-3-phosphoglycerate dehydrogenase","2/56","113/32782",0.0160667114645863,0.0471290202961199,0.0219860262146971,"HORVU.MOREX.r2.6HG0473020/HORVU.MOREX.r2.7HG0620340",2,"Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group acts as a hydrogen or electron donor and reduces NAD+ or NADP.","MF","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","eQTL_cluster25"
"401","GO:0016651","NADH-quinone oxidoreductase subunit I","2/56","39/32782",0.00203934557101404,0.00944539001311765,0.00440634223099986,"HORVU.MOREX.r2.2HG0119990/HORVU.MOREX.r2.5HG0426970",2,"Catalysis of an oxidation-reduction (redox) reaction in which NADH or NADPH acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor.","MF","oxidoreductase activity, acting on NAD(P)H","eQTL_cluster25"
"402","GO:0016746","O-acyltransferase WSD1","5/56","382/32782",0.000490875902894698,0.00359975662122779,0.0016793122993766,"HORVU.MOREX.r2.7HG0540790/HORVU.MOREX.r2.6HG0484190/HORVU.MOREX.r2.6HG0501530/HORVU.MOREX.r2.2HG0098330/HORVU.MOREX.r2.3HG0218480",5,"Catalysis of the transfer of an acyl group from one compound (donor) to another (acceptor).","MF","transferase activity, transferring acyl groups","eQTL_cluster25"
"403","GO:0019877","Succinyl-diaminopimelate desuccinylase","4/56","15/32782",1.02760139838386e-08,2.26072307644449e-07,1.05464354044659e-07,"HORVU.MOREX.r2.7HG0540790/HORVU.MOREX.r2.6HG0484190/HORVU.MOREX.r2.2HG0098330/HORVU.MOREX.r2.3HG0218480",4,"The chemical reactions and pathways resulting in the formation of diaminopimelate, both as an intermediate in lysine biosynthesis and as a component (as meso-diaminopimelate) of the peptidoglycan of Gram-negative bacterial cell walls.","BP","diaminopimelate biosynthetic process","eQTL_cluster25"
"404","GO:0022904","Cytochrome b","4/56","23/32782",6.59887822517632e-08,9.6783547302586e-07,4.51502194354169e-07,"HORVU.MOREX.r2.UnG0629360/HORVU.MOREX.r2.1HG0007260/HORVU.MOREX.r2.5HG0406140/HORVU.MOREX.r2.UnG0627720",4,"A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.","BP","respiratory electron transport chain","eQTL_cluster25"
"405","GO:0046933","ATP synthase subunit b, chloroplastic","2/56","53/32782",0.00373486041002121,0.0149394416400849,0.0069693567459726,"HORVU.MOREX.r2.6HG0504150/HORVU.MOREX.r2.1HG0026490",2,"Enables the transfer of protons from one side of a membrane to the other according to the reaction: ADP + H2O + phosphate + H+(in) = ATP + H+(out), by a rotational mechanism.","MF","proton-transporting ATP synthase activity, rotational mechanism","eQTL_cluster25"
"406","GO:0048038","NADH-quinone oxidoreductase subunit I","2/56","92/32782",0.0108733722937186,0.032995060753353,0.0153924326480953,"HORVU.MOREX.r2.3HG0236920/HORVU.MOREX.r2.5HG0426970",2,"Interacting selectively and non-covalently with a quinone, any member of a class of diketones derivable from aromatic compounds by conversion of two CH groups into CO groups with any necessary rearrangement of double bonds.","MF","quinone binding","eQTL_cluster25"
"407","GO:0051536","Pentatricopeptide repeat-containing protein","3/56","241/32782",0.0081660106213459,0.0287443573871376,0.0134094490203154,"HORVU.MOREX.r2.3HG0236920/HORVU.MOREX.r2.2HG0119990/HORVU.MOREX.r2.5HG0426970",3,"Interacting selectively and non-covalently with an iron-sulfur cluster, a combination of iron and sulfur atoms.","MF","iron-sulfur cluster binding","eQTL_cluster25"
"408","GO:0051539","Pentatricopeptide repeat-containing protein","3/56","163/32782",0.00275758805708199,0.0115556070963436,0.00539077364542344,"HORVU.MOREX.r2.3HG0236920/HORVU.MOREX.r2.2HG0119990/HORVU.MOREX.r2.5HG0426970",3,"Interacting selectively and non-covalently with a 4 iron, 4 sulfur (4Fe-4S) cluster; this cluster consists of four iron atoms, with the inorganic sulfur atoms found between the irons and acting as bridging ligands.","MF","4 iron, 4 sulfur cluster binding","eQTL_cluster25"
"409","GO:0070469","NADH-ubiquinone oxidoreductase chain 5","7/56","78/32782",6.92051647375144e-11,3.04502724845063e-09,1.42052706566477e-09,"HORVU.MOREX.r2.UnG0629360/HORVU.MOREX.r2.1HG0007260/HORVU.MOREX.r2.1HG0042190/HORVU.MOREX.r2.5HG0434370/HORVU.MOREX.r2.5HG0406140/HORVU.MOREX.r2.2HG0119990/HORVU.MOREX.r2.UnG0627720",7,"The protein complexes that form the electron transport system (the respiratory chain), associated with a cell membrane, usually the plasma membrane (in prokaryotes) or the inner mitochondrial membrane (on eukaryotes). The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient.","CC","respirasome","eQTL_cluster25"
"410","GO:0099132","ATP synthase subunit b, chloroplastic","2/56","91/32782",0.0106485679677792,0.032995060753353,0.0153924326480953,"HORVU.MOREX.r2.6HG0504150/HORVU.MOREX.r2.1HG0026490",2,NA,NA,NA,"eQTL_cluster25"
"411","GO:0004791","Thioredoxin reductase","2/103","10/32782",0.000432766996806313,0.00930449043133573,0.00706093521105037,"HORVU.MOREX.r2.2HG0096380/HORVU.MOREX.r2.2HG0096390",2,"Catalysis of the reaction: NADP(+) + thioredoxin = H(+) + NADPH + thioredoxin disulfide.","MF","thioredoxin-disulfide reductase activity","eQTL_cluster26"
"412","GO:0005778","Peroxisomal membrane protein PEX14","2/103","21/32782",0.00197454929523957,0.0283018732317672,0.0214775537376936,"HORVU.MOREX.r2.7HG0571850/HORVU.MOREX.r2.4HG0344490",2,"The lipid bilayer surrounding a peroxisome.","CC","peroxisomal membrane","eQTL_cluster26"
"413","GO:0006071","Glycerophosphodiester phosphodiesterase","2/103","15/32782",0.000999485320341051,0.0183813677056995,0.0139491407313754,"HORVU.MOREX.r2.6HG0488890/HORVU.MOREX.r2.2HG0144480",2,"The chemical reactions and pathways involving glycerol, 1,2,3-propanetriol, a sweet, hygroscopic, viscous liquid, widely distributed in nature as a constituent of many lipids.","BP","glycerol metabolic process","eQTL_cluster26"
"414","GO:0007031","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein","2/103","16/32782",0.00113992978019842,0.0183813677056995,0.0139491407313754,"HORVU.MOREX.r2.7HG0571850/HORVU.MOREX.r2.4HG0344490",2,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a peroxisome. A peroxisome is a small, membrane-bounded organelle that uses dioxygen (O2) to oxidize organic molecules.","BP","peroxisome organization","eQTL_cluster26"
"415","GO:0009909","CONSTANS-like protein","2/103","10/32782",0.000432766996806313,0.00930449043133573,0.00706093521105037,"HORVU.MOREX.r2.7HG0542540/HORVU.MOREX.r2.3HG0203250",2,"Any process that modulates the frequency, rate or extent of flower development.","BP","regulation of flower development","eQTL_cluster26"
"416","GO:0016702","Carotenoid cleavage dioxygenase","4/103","46/32782",1.35493721972921e-05,0.00174786901345068,0.00132641222562965,"HORVU.MOREX.r2.1HG0077880/HORVU.MOREX.r2.5HG0391810/HORVU.MOREX.r2.6HG0501880/HORVU.MOREX.r2.4HG0337080",4,"Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from one donor, and two oxygen atoms is incorporated into a donor.","MF","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","eQTL_cluster26"
"417","GO:0019430","Superoxide dismutase [Cu-Zn]","2/103","23/32782",0.00236914379427178,0.0305619549461059,0.0231926708281342,"HORVU.MOREX.r2.2HG0096380/HORVU.MOREX.r2.2HG0096390",2,"Any process, acting at the cellular level, involved in removing superoxide radicals (O2-) from a cell or organism, e.g. by conversion to dioxygen (O2) and hydrogen peroxide (H2O2).","BP","removal of superoxide radicals","eQTL_cluster26"
"418","GO:0045454","Dihydrolipoyl dehydrogenase","5/103","188/32782",0.000326789560949791,0.00930449043133573,0.00706093521105037,"HORVU.MOREX.r2.3HG0203270/HORVU.MOREX.r2.2HG0096380/HORVU.MOREX.r2.2HG0096390/HORVU.MOREX.r2.3HG0225160/HORVU.MOREX.r2.1HG0076940",5,"Any process that maintains the redox environment of a cell or compartment within a cell.","BP","cell redox homeostasis","eQTL_cluster26"
"419","GO:0048573","Flowering locus T","2/103","10/32782",0.000432766996806313,0.00930449043133573,0.00706093521105037,"HORVU.MOREX.r2.7HG0542540/HORVU.MOREX.r2.3HG0203250",2,"A change from the vegetative to the reproductive phase as a result of detection of, or exposure to, a period of light or dark of a given length. The length of the period of light or dark required to initiate the change is set relative to a particular duration known as the 'critical day length'. The critical day length varies between species.","BP","photoperiodism, flowering","eQTL_cluster26"
"420","GO:0051213","Carotenoid cleavage dioxygenase","4/103","100/32782",0.000285909872578248,0.00930449043133573,0.00706093521105037,"HORVU.MOREX.r2.1HG0077880/HORVU.MOREX.r2.5HG0391810/HORVU.MOREX.r2.6HG0501880/HORVU.MOREX.r2.4HG0337080",4,"Catalysis of an oxidation-reduction (redox) reaction in which both atoms of oxygen from one molecule of O2 are incorporated into the (reduced) product(s) of the reaction. The two atoms of oxygen may be distributed between two different products.","MF","dioxygenase activity","eQTL_cluster26"
"421","GO:0009734","Transport inhibitor response 1","12/60","82/32782",3.2857847530299e-20,1.70860807157555e-18,1.07220344572555e-18,"HORVU.MOREX.r2.5HG0360110/HORVU.MOREX.r2.7HG0609910/HORVU.MOREX.r2.3HG0238900/HORVU.MOREX.r2.5HG0432000/HORVU.MOREX.r2.5HG0422820/HORVU.MOREX.r2.1HG0017830/HORVU.MOREX.r2.3HG0196550/HORVU.MOREX.r2.1HG0023530/HORVU.MOREX.r2.5HG0360080/HORVU.MOREX.r2.3HG0231820/HORVU.MOREX.r2.3HG0207490/HORVU.MOREX.r2.7HG0589900",12,"A series of molecular signals generated by the binding of the plant hormone auxin to a receptor, and ending with modulation of a downstream cellular process, e.g. transcription.","BP","auxin-activated signaling pathway","eQTL_cluster27"
"422","GO:0043565","ROP interactive partner 3","5/60","413/32782",0.000957911189570163,0.0249056909288243,0.0156290773035132,"HORVU.MOREX.r2.4HG0348600/HORVU.MOREX.r2.3HG0226690/HORVU.MOREX.r2.4HG0348360/HORVU.MOREX.r2.7HG0595920/HORVU.MOREX.r2.3HG0254660",5,"Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding.","MF","sequence-specific DNA binding","eQTL_cluster27"
"423","GO:0006526","Argininosuccinate synthase","2/49","32/32782",0.00105491896225564,0.00527459481127819,0.00333132303870201,"HORVU.MOREX.r2.2HG0107650/HORVU.MOREX.r2.7HG0562220",2,"The chemical reactions and pathways resulting in the formation of arginine, 2-amino-5-(carbamimidamido)pentanoic acid.","BP","arginine biosynthetic process","eQTL_cluster28"
"424","GO:0016602","Nuclear transcription factor Y subunit","4/49","15/32782",5.93901179726114e-09,5.93901179726114e-08,3.75095481932283e-08,"HORVU.MOREX.r2.5HG0356540/HORVU.MOREX.r2.2HG0104130/HORVU.MOREX.r2.5HG0354170/HORVU.MOREX.r2.4HG0336480",4,"A heteromeric transcription factor complex that binds to the CCAAT-box upstream of promoters; functions as both an activator and a repressor, depending on its interacting cofactors. Typically trimeric consisting of NFYA, NFYB and NFYC subunits. In Saccharomyces, it activates the transcription of genes in response to growth in a nonfermentable carbon source and consists of four known subunits: HAP2, HAP3, HAP4 and HAP5.","CC","CCAAT-binding factor complex","eQTL_cluster28"
"425","GO:0043565","ROP interactive partner 3","9/49","413/32782",9.64747602742073e-09,6.43165068494715e-08,4.06209516944031e-08,"HORVU.MOREX.r2.3HG0262430/HORVU.MOREX.r2.6HG0506770/HORVU.MOREX.r2.3HG0262440/HORVU.MOREX.r2.2HG0104300/HORVU.MOREX.r2.7HG0558070/HORVU.MOREX.r2.3HG0253310/HORVU.MOREX.r2.3HG0230420/HORVU.MOREX.r2.1HG0058890/HORVU.MOREX.r2.1HG0073000",9,"Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding.","MF","sequence-specific DNA binding","eQTL_cluster28"
"426","GO:0046982","Transcription initiation factor TFIID subunit 6","13/49","252/32782",4.92416164154326e-17,9.84832328308652e-16,6.2199936524757e-16,"HORVU.MOREX.r2.4HG0303620/HORVU.MOREX.r2.3HG0262430/HORVU.MOREX.r2.6HG0506770/HORVU.MOREX.r2.3HG0262440/HORVU.MOREX.r2.7HG0562570/HORVU.MOREX.r2.2HG0104300/HORVU.MOREX.r2.7HG0558070/HORVU.MOREX.r2.3HG0253310/HORVU.MOREX.r2.1HG0058890/HORVU.MOREX.r2.7HG0611830/HORVU.MOREX.r2.1HG0055730/HORVU.MOREX.r2.4HG0325810/HORVU.MOREX.r2.2HG0113860",13,"Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.","MF","protein heterodimerization activity","eQTL_cluster28"
"427","GO:0000977","Transcription factor, MADS-box","27/53","91/32782",1.19419398674258e-56,4.06025955492478e-55,2.5140926036686e-55,"HORVU.MOREX.r2.7HG0567840/HORVU.MOREX.r2.7HG0541840/HORVU.MOREX.r2.5HG0424690/HORVU.MOREX.r2.5HG0349480/HORVU.MOREX.r2.5HG0424650/HORVU.MOREX.r2.2HG0129220/HORVU.MOREX.r2.4HG0338120/HORVU.MOREX.r2.4HG0329790/HORVU.MOREX.r2.6HG0500990/HORVU.MOREX.r2.3HG0202320/HORVU.MOREX.r2.6HG0449760/HORVU.MOREX.r2.7HG0543420/HORVU.MOREX.r2.2HG0105150/HORVU.MOREX.r2.7HG0585040/HORVU.MOREX.r2.1HG0019750/HORVU.MOREX.r2.6HG0511230/HORVU.MOREX.r2.3HG0256620/HORVU.MOREX.r2.1HG0006350/HORVU.MOREX.r2.5HG0409590/HORVU.MOREX.r2.1HG0042540/HORVU.MOREX.r2.1HG0051900/HORVU.MOREX.r2.2HG0143360/HORVU.MOREX.r2.1HG0024570/HORVU.MOREX.r2.6HG0507700/HORVU.MOREX.r2.5HG0349390/HORVU.MOREX.r2.7HG0598100/HORVU.MOREX.r2.1HG0006360",27,"Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II.","MF","RNA polymerase II transcription regulatory region sequence-specific DNA binding","eQTL_cluster29"
"428","GO:0006338","Bushy growth protein","2/53","29/32782",0.00101250202655584,0.00491786698612835,0.00304511887685966,"HORVU.MOREX.r2.4HG0312260/HORVU.MOREX.r2.1HG0017810",2,"Dynamic structural changes to eukaryotic chromatin occurring throughout the cell division cycle. These changes range from the local changes necessary for transcriptional regulation to global changes necessary for chromosome segregation.","BP","chromatin remodeling","eQTL_cluster29"
"429","GO:0006457","Peptidyl-prolyl cis-trans isomerase","3/53","182/32782",0.00321582761080087,0.0121486820852477,0.00752240376795526,"HORVU.MOREX.r2.6HG0500350/HORVU.MOREX.r2.5HG0429690/HORVU.MOREX.r2.5HG0421800",3,"The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure.","BP","protein folding","eQTL_cluster29"
"430","GO:0009408","Dna mismatch repair protein msh1, mitochondrial","3/53","53/32782",8.82788064465262e-05,0.000750369854795473,0.00046462529708698,"HORVU.MOREX.r2.6HG0500350/HORVU.MOREX.r2.5HG0429690/HORVU.MOREX.r2.5HG0421800",3,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism.","BP","response to heat","eQTL_cluster29"
"431","GO:0031072","TBC1 domain family member","3/53","29/32782",1.41525416200377e-05,0.00016039547169376,9.93160815441241e-05,"HORVU.MOREX.r2.6HG0500350/HORVU.MOREX.r2.5HG0429690/HORVU.MOREX.r2.5HG0421800",3,"Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock.","MF","heat shock protein binding","eQTL_cluster29"
"432","GO:0043565","ROP interactive partner 3","5/53","413/32782",0.000540846520171003,0.00367775633716282,0.00227724850598317,"HORVU.MOREX.r2.4HG0346770/HORVU.MOREX.r2.5HG0413480/HORVU.MOREX.r2.2HG0090570/HORVU.MOREX.r2.3HG0238260/HORVU.MOREX.r2.2HG0153250",5,"Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding.","MF","sequence-specific DNA binding","eQTL_cluster29"
"433","GO:0045893","BZIP transcription factor","2/53","50/32782",0.00298936640489277,0.0121486820852477,0.00752240376795526,"HORVU.MOREX.r2.4HG0346770/HORVU.MOREX.r2.6HG0500990",2,"Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription.","BP","positive regulation of transcription, DNA-templated","eQTL_cluster29"
